publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Journal of Experimental Pharmacology	1179-1454		2010						http://www.doaj.org/doaj?func=openurl&issn=11791454&genre=journal&uiLanguage=en				fulltext		Dove Medical Press					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5820793		535520430	raw
Open Access Journal of Contraception	1179-1527		2010						http://www.doaj.org/doaj?func=openurl&issn=11791527&genre=journal&uiLanguage=en				fulltext		Dove Medical Press					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5631180		620957723	raw
Ciencia y Sociedad	0378-7680		2000						http://www.doaj.org/doaj?func=openurl&issn=03787680&genre=journal&uiLanguage=en				fulltext		Instituto Tecnológico de Santo Domingo					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1651409		197092866	raw
Journal of Education and Learning	2089-9823	2302-9277	2012						http://www.doaj.org/doaj?func=openurl&issn=20899823&genre=journal&uiLanguage=en				fulltext		Universitas Ahmad Dahlan					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	13152932		830991652	raw
Revista Saúde.Com	1809-0761		2005						http://www.doaj.org/doaj?func=openurl&issn=18090761&genre=journal&uiLanguage=en				fulltext		Universidade Estadual do Sudoeste da Bahia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28146		70052984	raw
Archives of Orofacial Sciences	1823-8602	2231-7163	2006						http://www.doaj.org/doaj?func=openurl&issn=18238602&genre=journal&uiLanguage=en				fulltext		Universiti Sains Malaysia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	4649333		630206767	raw
Journal of Tehran University Heart Center	1735-8620		2007						http://www.doaj.org/doaj?func=openurl&issn=17358620&genre=journal&uiLanguage=en				fulltext		Tehran University of Medical Sciences					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	7067598		259233133	raw
International Journal of Electrical, Electronics and Computer Systems	2221-7258	2221-7266	2011						http://www.doaj.org/doaj?func=openurl&issn=22217258&genre=journal&uiLanguage=en				fulltext		International Journal of Electrical, Electronics and Computer Systems					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	13570852		836861549	raw
Exatas Online	2178-0471		2010						http://www.doaj.org/doaj?func=openurl&issn=21780471&genre=journal&uiLanguage=en				fulltext		Universidade Estadual do Sudoeste da Bahia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6948130		780378140	raw
Iranian Journal of Pharmacology and Therapeutics	1735-2657		2002						http://www.doaj.org/doaj?func=openurl&issn=17352657&genre=journal&uiLanguage=en		ijpt		fulltext		Tehran University of Medical Sciences					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	7067569	ojs	54768558	raw
Storia delle Donne	1826-7513	1826-7505	2005						http://www.doaj.org/doaj?func=openurl&issn=18267513&genre=journal&uiLanguage=en		sdd[1:www.fupress.net/index.php/sdd]		fulltext		Firenze University Press					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28175	ojs1	70708357	raw
Saúde and Ambiente em Revista	1980-2676		2006						http://www.doaj.org/doaj?func=openurl&issn=19802676&genre=journal&uiLanguage=en				fulltext		Unigranrio					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1853141		847360569	raw
Clinics	1807-5932	1980-5322	2005						http://www.doaj.org/doaj?func=openurl&issn=18075932&genre=journal&uiLanguage=en		1807-5932		fulltext		Faculdade de Medicina / USP					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27679	scielo	60037064	raw
Respiratory Research	1465-9921		2000						http://www.doaj.org/doaj?func=openurl&issn=14659921&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28079		741256929	raw
Socìalʹno-ekonomìčnì Problemì ì Deržava	2223-3822		2010						http://www.doaj.org/doaj?func=openurl&issn=22233822&genre=journal&uiLanguage=en				fulltext		Ternopil Ivan Pul'uj National Technical University and Academy of Social Management					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	12827860		818545632	raw
Forest@	1824-0119		2004						http://www.doaj.org/doaj?func=openurl&issn=18240119&genre=journal&uiLanguage=en				fulltext		Italian Society of Silviculture and Forest Ecology - SISEF					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27775		646811512	raw
Clinical Medicine Insights : Pediatrics	1179-5565		2010						http://www.doaj.org/doaj?func=openurl&issn=11795565&genre=journal&uiLanguage=en		78		fulltext		Libertas Academica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	9125527	libertas	660070060	raw
Indian Streams Research Journal	2230-7850		2011						http://www.doaj.org/doaj?func=openurl&issn=22307850&genre=journal&uiLanguage=en				fulltext		Indian Streams Research Journal					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843176		805895084	raw
Kommunikation@gesellschaft	1616-2617		2000						http://www.doaj.org/doaj?func=openurl&issn=16162617&genre=journal&uiLanguage=en				fulltext		Stegbauer & Schönberger					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27963		243565385	raw
Journal of Exercise Physiology - Online	1097-9751		1998						http://www.doaj.org/doaj?func=openurl&issn=10979751&genre=journal&uiLanguage=en				fulltext		American Society of Exercise Physiologists					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27904		38423228	raw
Solstice : Electronic Journal of Geography and Mathematics	1059-5325		1990						http://www.doaj.org/doaj?func=openurl&issn=10595325&genre=journal&uiLanguage=en				fulltext		Institute of Mathematical Geography					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28171		525604163	raw
Revista Colombiana de Estadística	0120-1751		2005						http://www.doaj.org/doaj?func=openurl&issn=01201751&genre=journal&uiLanguage=en		estad[1:www.revistas.unal.edu.co/index.php/estad]		fulltext		Universidad Nacional de Colombia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	13152941	ojs1	905941720	raw
Sociology Mind	2160-083X	2160-0848	2011						http://www.doaj.org/doaj?func=openurl&issn=2160083X&genre=journal&uiLanguage=en				fulltext		Scientific Research Publishing					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734616		703446652	raw
SoundEffects	1904-500X		2011						http://www.doaj.org/doaj?func=openurl&issn=1904500X&genre=journal&uiLanguage=en				fulltext		Aarhus University					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	8773186		778814284	raw
JK Science : Journal of Medical Education and Research	0972-1177		2004						http://www.doaj.org/doaj?func=openurl&issn=09721177&genre=journal&uiLanguage=en				fulltext		JK Science					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2754044		74274397	raw
Argument : Biannual Philosophical Journal	2083-6635	2084-1043	2011						http://www.doaj.org/doaj?func=openurl&issn=20836635&genre=journal&uiLanguage=en				fulltext		Pedagogical University of Cracow					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11112341		812591194	raw
Tijdschrift voor de Geschiedenis der Geneeskunde, Natuurwetenschappen, Wiskunde en Techniek	0167-2088		1978			1991			http://www.doaj.org/doaj?func=openurl&issn=01672088&genre=journal&uiLanguage=en		GEWINA		fulltext		Igitur, Utrecht Publishing & Archiving Services					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843227	rodopi		raw
Behbood	1735-093X	2008-8043	2006			2012			http://www.doaj.org/doaj?func=openurl&issn=1735093X&genre=journal&uiLanguage=en				fulltext		Kermanshah University of Medical Sciences and Health Services					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380579		701805867	raw
Historical Kan Periodical	2090-0449		2008						http://www.doaj.org/doaj?func=openurl&issn=20900449&genre=journal&uiLanguage=en				fulltext		Historical Kan Periodical					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6672211		662475025	raw
Proceedings of the Estonian Academy of Sciences. Geology = Teaduste Akadeemia toimetised	1406-0132		2006			2007			http://www.doaj.org/doaj?func=openurl&issn=14060132&genre=journal&uiLanguage=en				fulltext		Estonian Academy Publishers					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	946979		60621839	raw
South Asia Multidisciplinary Academic Journal	1960-6060		2007						http://www.doaj.org/doaj?func=openurl&issn=19606060&genre=journal&uiLanguage=en		samaj		fulltext		Centre d'Etudes de l'Inde et de l'Asie du Sud					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843220	revues	181335820	raw
Jurnal Tanah Tropika	0852-257X	2086-6682	2008						http://www.doaj.org/doaj?func=openurl&issn=0852257X&genre=journal&uiLanguage=en				fulltext		University of Lampung					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380611		693945587	raw
Clinical Medicine Insights : Oncology	1179-5549		2010						http://www.doaj.org/doaj?func=openurl&issn=11795549&genre=journal&uiLanguage=en		42		fulltext		Libertas Academica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	9125525	libertas	610177221	raw
Advances in Mechanical Engineering	1687-8132	1687-8140	2009						http://www.doaj.org/doaj?func=openurl&issn=16878132&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2727916		321528428	raw
Journal of Materials Science Research	1927-0585	1927-0593	2012						http://www.doaj.org/doaj?func=openurl&issn=19270585&genre=journal&uiLanguage=en		jmsr		fulltext		Canadian Center of Science and Education					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11308529	ojs	809822049	raw
Pakistan Journal of Commerce and Social Sciences	1997-8553		2008						http://www.doaj.org/doaj?func=openurl&issn=19978553&genre=journal&uiLanguage=en				fulltext		Johar Educational Society					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2955392		847361144	raw
European Journal of Economic and Political Studies	1307-6000		2008						http://www.doaj.org/doaj?func=openurl&issn=13076000&genre=journal&uiLanguage=en				fulltext		Fatih University					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	9230577		797826779	raw
Saint Anselm Journal, The	1545-3367		2003						http://www.doaj.org/doaj?func=openurl&issn=15453367&genre=journal&uiLanguage=en				fulltext		Institute for Saint Anselm Studies					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	28153		52483185	raw
Indian Journal of Dermatology, Venereology and Leprology	0378-6323	0973-3922	1990						http://www.doaj.org/doaj?func=openurl&issn=03786323&genre=journal&uiLanguage=en		www.ijdvl.com		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27818	medknow	53706308	raw
Synergies Afrique Centrale et de l'Ouest	1951-6770		2006						http://www.doaj.org/doaj?func=openurl&issn=19516770&genre=journal&uiLanguage=en				fulltext		GERFLINT					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11308560		780384932	raw
United Academics Journal of Social Sciences	2212-5736		2011						http://www.doaj.org/doaj?func=openurl&issn=22125736&genre=journal&uiLanguage=en				fulltext		United Academics					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10843233		794012250	raw
Journal of Trauma Management and Outcomes	1752-2897		2007						http://www.doaj.org/doaj?func=openurl&issn=17522897&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1591982		190909002	raw
Journal of the Indian Society of Periodontology	0972-124X	0975-1580	2008						http://www.doaj.org/doaj?func=openurl&issn=0972124X&genre=journal&uiLanguage=en		www.jisponline.com/		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2754049	medknow		raw
Asian Journal of Transfusion Science	0973-6247	1998-3565	2007						http://www.doaj.org/doaj?func=openurl&issn=09736247&genre=journal&uiLanguage=en		www.ajts.org/		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	955551	medknow	782077882	raw
Science Education International	1450-104X	2077-2327	2003						http://www.doaj.org/doaj?func=openurl&issn=1450104X&genre=journal&uiLanguage=en				fulltext		International Council of Associations for Science Education (ICASE)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5094923		259369568	raw
Cardiovascular Psychiatry and Neurology	2090-0163	2090-0171	2009						http://www.doaj.org/doaj?func=openurl&issn=20900163&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2955374		456695287	raw
Clinical and Molecular Allergy	1476-7961		2003						http://www.doaj.org/doaj?func=openurl&issn=14767961&genre=journal&uiLanguage=en				fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27677		53807001	raw
Acta Facultatis Medicae Naissensis	0351-6083		2003						http://www.doaj.org/doaj?func=openurl&issn=03516083&genre=journal&uiLanguage=en				fulltext		The Faculty of Medicine, University of Nis					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2754026			raw
Advances in Software Engineering	1687-8655	1687-8663	2009						http://www.doaj.org/doaj?func=openurl&issn=16878655&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3104853		321497565	raw
Balcanica	0350-7653		2002						http://www.doaj.org/doaj?func=openurl&issn=03507653&genre=journal&uiLanguage=en				fulltext		Institute for Balkan Studies, SASA, Belgrade, Serbia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	10871715		85449734	raw
International Journal of Computer Networks and Communications	0975-2293	0974-9322	2009						http://www.doaj.org/doaj?func=openurl&issn=09752293&genre=journal&uiLanguage=en				fulltext		Academy & Industry Research Collaboration Center (AIRCC)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3231352		664579430	raw
Arachnologische Mitteilungen	1018-4171		1991						http://www.doaj.org/doaj?func=openurl&issn=10184171&genre=journal&uiLanguage=en				fulltext		Arachnologische Gesellschaft (ARAGES)					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5094852		696618331	raw
Psychology in Russia : State of Art	2074-6857		2009						http://www.doaj.org/doaj?func=openurl&issn=20746857&genre=journal&uiLanguage=en				fulltext		M.V. Lomonosov Moscow State University					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11112383		805895157	raw
Canadian Journal of Applied Linguistics	1481-868X		1998						http://www.doaj.org/doaj?func=openurl&issn=1481868X&genre=journal&uiLanguage=en				fulltext		University of Prince Edward Island					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	4868374		749005895	raw
Journal of Human Reproductive Sciences	0974-1208	1998-4766	2008						http://www.doaj.org/doaj?func=openurl&issn=09741208&genre=journal&uiLanguage=en		www.jhrsonline.org		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1651424	medknow	225867673	raw
Graellsia	0367-5041	1989-953X	1995						http://www.doaj.org/doaj?func=openurl&issn=03675041&genre=journal&uiLanguage=en				fulltext		Museo Nacional de Ciencias Naturales					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3337927		712442808	raw
Indian Journal of Occupational and Environmental Medicine	0973-2284	1998-3670	2005						http://www.doaj.org/doaj?func=openurl&issn=09732284&genre=journal&uiLanguage=en		www.ijoem.com		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27823	medknow	61729187	raw
Journal of Applied Quantitative Methods	1842-4562		2006						http://www.doaj.org/doaj?func=openurl&issn=18424562&genre=journal&uiLanguage=en				fulltext		Association for Development through Science and Education					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	634824		311871054	raw
Brazilian Journal of Information Science	1981-1640		2007						http://www.doaj.org/doaj?func=openurl&issn=19811640&genre=journal&uiLanguage=en				fulltext		Universidade Estadual Paulista					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	3197475		608471232	raw
Agronomy	2073-4395		2011						http://www.doaj.org/doaj?func=openurl&issn=20734395&genre=journal&uiLanguage=en		agronomy		fulltext		MDPI AG					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	12971261	mdpi	823191600	raw
Baltic International Yearbook of Cognition, Logic and Communication, The	1944-3676		2007						http://www.doaj.org/doaj?func=openurl&issn=19443676&genre=journal&uiLanguage=en				fulltext		New Prairie Press					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	2707773		269002208	raw
Clinical Medicine : Gastroenterology	1178-119X		2008			2009			http://www.doaj.org/doaj?func=openurl&issn=1178119X&genre=journal&uiLanguage=en		56		fulltext		Libertas Academica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1942112	libertas	646815810	raw
Meta : Research in Hermeneutics, Phenomenology and Practical Philosophy	2067-3655		2009						http://www.doaj.org/doaj?func=openurl&issn=20673655&genre=journal&uiLanguage=en				fulltext		Alexandru Ioan Cuza University of Iasi					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6672246		701793460	raw
Metallurgical and Mining Industry	2076-0507	2078-8312	2009						http://www.doaj.org/doaj?func=openurl&issn=20760507&genre=journal&uiLanguage=en				fulltext		Ukrmetallurginform STA Ltd.					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6734594		772534840	raw
